iter	Passed	Remaining
726	24040	9027
727	24073	8994
728	24105	8960
729	24136	8927
730	24167	8893
731	24200	8860
732	24232	8826
733	24266	8794
734	24296	8760
735	24328	8726
736	24354	8691
737	24389	8658
738	24427	8627
739	24462	8594
740	24491	8560
741	24521	8526
742	24547	8490
743	24583	8458
744	24616	8425
745	24652	8393
746	24679	8358
747	24713	8325
748	24743	8291
749	24775	8258
750	24803	8223
751	24840	8191
752	24867	8157
753	24896	8122
754	24930	8089
755	24969	8058
756	24998	8024
757	25029	7990
758	25057	7956
759	25088	7922
760	25117	7888
761	25152	7855
762	25181	7821
763	25209	7787
764	25245	7755
765	25276	7721
766	25305	7687
767	25344	7656
768	25377	7623
769	25407	7589
770	25436	7555
771	25470	7522
772	25498	7488
773	25530	7454
774	25564	7421
775	25598	7389
776	25626	7354
777	25654	7320
778	25684	7286
779	25723	7255
780	25758	7222
781	25794	7190
782	25825	7157
783	25856	7123
784	25889	7090
785	25920	7057
786	25951	7023
787	25983	6990
788	26012	6956
789	26044	6923
790	26071	6888
791	26101	6855
792	26126	6819
793	26153	6785
794	26191	6753
795	26225	6721
796	26255	6687
797	26288	6654
798	26317	6620
799	26348	6587
800	26380	6553
801	26413	6520
802	26440	6486
803	26468	6452
804	26499	6419
805	26528	6385
806	26567	6353
807	26598	6320
808	26627	6286
809	26665	6254
810	26695	6221
811	26725	6187
812	26760	6155
813	26794	6122
814	26826	6089
815	26857	6056
816	26888	6022
817	26915	5988
818	26952	5956
819	26989	5924
820	27020	5891
821	27050	5857
822	27084	5825
823	27117	5792
824	27159	5761
825	27190	5727
826	27223	5694
827	27253	5661
828	27279	5626
829	27302	5592
830	27345	5561
831	27387	5530
832	27421	5497
833	27447	5463
834	27473	5428
835	27502	5395
836	27529	5361
837	27564	5328
838	27596	5295
839	27623	5261
840	27652	5228
841	27678	5193
842	27706	5160
843	27737	5126
844	27769	5093
845	27797	5060
846	27827	5026
847	27857	4993
848	27889	4960
849	27917	4926
850	27952	4894
851	27981	4860
852	28013	4827
853	28045	4794
854	28078	4761
855	28110	4728
856	28142	4695
857	28173	4662
858	28201	4629
859	28231	4595
860	28261	4562
861	28291	4529
862	28323	4496
863	28354	4463
864	28383	4429
865	28412	4396
866	28444	4363
867	28471	4329
868	28509	4297
869	28540	4264
870	28571	4231
871	28599	4198
872	28633	4165
873	28662	4132
874	28698	4099
875	28729	4066
876	28760	4033
877	28787	4000
878	28818	3967
879	28852	3934
880	28882	3901
881	28912	3868
882	28940	3834
883	28974	3802
884	29008	3769
885	29038	3736
886	29067	3703
887	29095	3669
888	29128	3636
